Chapter,Paragraph,Text
3,246,"and secondary; because of discrimination there evolve the dualisticindications of perceived and perceiving; when it is recognized thatbecause of discrimination there is a duality, the discussion concerningthe existence and non-existence of the external world ceases becauseMind-only is understood. Discrimination rises from discriminating aworld of effect-producing works; no discrimination takes place whenthis world is not recognized.1 Then a man ceases to cherish thediscrimination of existence and non-existence which rises out of his ownmind, he sees that things, either of this world or of a higher world, or ofthe highest, are not to be described as permanent or impermanent,because he does not understand the truth that there is nothing in theworld but what is seen of the Mind itself. As [the meaning of]discrimination is not understood by all the philosophers who have falleninto wrong ideas of dualism and who are people of no [spiritual]attainment, impermanency comes up to them as a subject for discussion.Mahamati,2 the triple aspect of all things as distinguished as of thisworld, of a higher world, and of the highest, is the outcome of worddiscrimination, but this is not understood by the ignorant and simpleminded. So it is said:118. By the deluded philosophers the notion of impermanency isdiscriminated as origination-cessation, as transformation of externalforms, as an [independent] existence, as form.119. There is no destruction of things; the elements abide for ever asregards their self-essence; immersed in varieties of views thephilosophers discriminate impermanency.120. To these philosophers there is no destruction, no birth; theelements are permanent as regards their self-essence; who everdiscriminates impermanency? [This is the position of the philosophers.]121. [According to the Buddha,] there is nothing in the world but theMind itself, and all that is of duality has its rise from the Mind and isseen as perceived and perceiving; an ego-soul and what belongs to it-they exist not."
3,247,"122. The abode and realm of Brahma, etc. --I declare all to be ofMind-only, outside Mind-only, Brahma, etc., are not attainable."
4,248,"At that time again Mahamati the Bodhisattva-Mahasattva said this to theBhagavan: Pray tell me, Bhagavan, about the state of perfecttranquillisation (nirodha) and its further development as attained by allthe Bodhisattvas, Sravakas, and Pratyekabuddhas; for when this furtherdevelopment is thoroughly understood by myself and other BodhisattvaMahasattvas all may be saved from being confounded by the happinesswhich comes from the attainment of perfect tranquillisation and alsofrom falling into the confused state of mind of the Sravakas,Pratyekabuddhas, and philosophers.Said the Bhagavan: Then listen well and reflect well within yourself; Iwill tell you.Certainly, Bhagavan, said Mahamati the Bodhisattva-Mahasattva andgave ear to the Bhagavan.The Bhagavan said this to him: Those Bodhisattva-Mahasattvas whohave reached the sixth stage as well as all the Sravakas andPratyekabuddhas attain perfect tranquillisation. At the seventh stage, theBodhisattva-Mahasattvas, giving up the view of self-nature as subsistingin all things, attain perfect tranquillisation in every minute of their mentallives, which is not however the case with the Sravakas andPratyekabuddhas; for with them there is something effect-producing,and in their attainment of perfect tranquillisation there is a trace [ofdualism], of grasped and grasping. Therefore, they do not attain perfecttranquillisation in every minute of their mental lives which is possible atthe seventh stage. They cannot attain to [the clear conviction of] an"
4,249,"undifferentiated state of all things and the cessation of [all] multiplicities.Their attainment is due to understanding the aspect of all things in whichtheir self-nature is discriminated as good and as not-good. Therefore,until the seventh stage there is not a well-established attainment oftranquillisation in every minute of their mental lives.Mahamati, at the eighth stage the Bodhisattva-Mahasattvas, Sravakas,and Pratyekabuddhas cease cherishing discriminative ideas that arisefrom the Citta, Mana and ManoVijnana. From the first stage up to thesixth, they perceive that the triple world is no more than the Citta.Manas, and ManoVijnana, that as it is born of a discriminating mindthere is no ego-soul and what belongs to it, and that there is no fallinginto the multitudinousness of external objects except through [thediscrimination of] the Mind itself. The ignorant turning their selfknowledge (svajnana) towards the dualism of grasped and grasping failto understand, for there is the working of habit-energy which has ""beenaccumulating since beginningless time owing to false reasoning anddiscrimination.Mahamati, at the eighth stage there is Nirvana for the Sravakas andPratyekabuddhas and Bodhisattvas; but the Bodhisattvas are kept awayby the power of all the Buddhas1 from [being intoxicated by] the blissof the Samadhi, and thereby they will not enter into Nirvana. When thestage of Tathagatahood is not fulfilled there would be the cessation of alldoings, and if [the Bodhisattvas] were not supported [by the Buddhas]the Tathagata-family would become extinct. Therefore, the Buddhas,the Bhagavans, point out the virtues of Buddhahood which are beyondconception. Therefore, [the Bodhisattvas] do not enter into Nirvana, butthe Sravakas and Pratyekabuddhas, engrossed in the bliss of theSamadhis, therein cherish the thought of Nirvana.At the seventh stage, Mahamati, the Bodhisattva properly examines intothe nature of the Citta, Manas, and ManoVijnana; he examines into[such subjects as] ego-soul and what belongs1 to it, grasped andgrasping, the egolessness of persons and things, rising and disappearing,individuality and generality; he skilfully ascertains the fourfold logical"
4,250,"analysis; he enjoys the bliss of self-mastery; he enters successively uponthe stages; he knows the differences obtaining in the various elements ofenlightenment. The grading of the stages is arranged by me lest theBodhisattva-Mahasattva, not knowing what is meant by individualityand generality and failing to understand the continuous development ofthe successive stages, should fall into the philosophers' wrong way ofviewing things. But, Mahamati, there is really nothing rising, nothingdisappearing, all is nothing except what is seen of the Mind itself; that is,the continuous development of the successive stages and all the multipledoings of the triple world [¡ªthey are all of Mind itself]. This is notunderstood by the ignorant. I and all the Buddhas1 establish thedoctrine of the stages which develop successively as do all the doings ofthe triple world.Further, Mahamati, the Sravakas and Pratyekabuddhas at the eighthstage of Bodhisattvahood are so intoxicated with the happiness thatcomes from the attainment of perfect tranquillisation, and, failing tounderstand fully that there is nothing in the world but what is seen of theMind itself, they are thus unable to overcome the hindrances and habitenergy growing out of their notions of generality and individuality; andadhering to the egolessness of persons and things and cherishing viewsarising therefrom, they have the discriminating idea and knowledge ofNirvana, which is not that of the truth of absolute solitude. Mahamati,when the Bodhisattvas face and perceive the happiness of the Samadhiof perfect tranquillisation, they are moved with the feeling of love andsympathy owing to their original vows, and they become aware of thepart they are to perform as regards the [ten] inexhaustible vows. Thus,they do not enter Nirvana. But the fact is that they are already inNirvana because in them there is no rising of discrimination. With themthe discrimination of grasped and grasping no more takes place; as they[now] recognise that there is nothing in the world but what is seen of theMind itself, they have done away with the thought of discriminationconcerning all things. They have abandoned adhering to anddiscriminating about such notions as the Citta, Manas, andManoVijnana, and external objects, and self-nature; however, theyhave not given up the things promoting the cause of Buddhism; because"
4,251,"of their attainment of the inner insight which belongs to the stage ofTathagatahood; whatever they do all issues from their transcendentalknowledge.It is like a man crossing a stream in a dream. For instance, Mahamati,suppose that while sleeping a man dreams that he is in the midst of agreat river which he earnestly endeavours with all his might to cross byhimself; but before he succeeds in crossing the stream, he is awakenedfrom the dream, and being awakened he thinks: ""Is this real or unreal?""He thinks again: ""No, it is neither real nor unreal. By reason of the habitenergy of discrimination which has been accumulated by experienceever since beginningless time, as multiplicities of forms and conditionsare seen, heard, thought, and recognised, there is the perception anddiscrimination of all things as existent and nonexistent; and for thisreason my ManoVijnana experiences even in a dream all that has beenseen by myself.""In the same way, Mahamati, the Bodhisattva-Mahasattvas of the eighthstage of Bodhisattvahood, after passing through the first up to theseventh stage, observe that ""there is no more rising in them ofdiscrimination since all things are seen as like Maya, etc., when theyhave an intuitive understanding of the [true] nature of all things, and[further] observing that, therefore, there is the cessation of all things asto grasped and grasping which rise from one's ardent desire for things,and also observing how the mind and what belongs to it carry on theirdiscrimination, the Bodhisattva-Mahasattvas never relax their efforts topractise the teachings of the Buddhas. Mahamati, they will exercisethemselves to make those who have not yet attained the truth attain it.For the Bodhisattvas, Nirvana does not mean extinction; as they haveabandoned thoughts of discrimination evolving from the Citta, Manas,and ManoVijnana, there is for them the attainment of the recognitionthat all things are unborn. And, Mahamati, in ultimate reality there isneither gradation nor continuous succession; [only] the truth of absolutesolitude (viviktadharma) is taught here in which the discrimination of allthe images is quieted. So it is said:"
4,252,"1. The abodes and the stages of Buddhahood are established in1 theMind-only which is imageless¡ªthis was told, is told, and will be told bythe Buddhas.2. The [first] seven stages are [still] of the mind, but here the eighth isimageless; the two stages, [the ninth and the tenth,] have [still]something to rest themselves on; the [highest] stage that is left belongsto me.3. Self-realisation and absolute purity¡ªthis stage is my own; it is thehighest station of MaheSvara, the Akanishtha [heaven] shining brilliantly.4. Its rays of light move forward like a mass of fire; they who are brightcoloured, charming, and auspicious transform the triple world.5. Some worlds are being transformed, while others have already beentransformed;2 there I preach the various vehicles which belong to myown stage.6. But [from the absolute point of view] the tenth is the first, and the firstis the eighth; and the ninth is the seventh, and the seventh is the eighth.7. And the second is the third, and the fourth is the fifth, and the third isthe sixth; what gradation is there where imagelessness prevails?"
5,253,"Impermanency of TathagatahoodAt that time again, Mahamati the Bodhisattva-Mahasattva said this tothe Bhagavan: Is the Bhagavan, the Tathagata, the Arhat, the FullyEnlightened One, permanent or impermanent?Said the Bhagavan: Mahamati, the Tathagata is neither permanent norimpermanent. Why? Because either way there is a fault connected withit. Mahamati, what fault is connected with either assertion? If theTathagata is permanent, he will be connected with the creating agencies.For, Mahamati, according to all the philosophers the creating agenciesare something uncreated and permanent. But the Tathagata is notpermanent [in the same sense] as the uncreated are permanent. If he isimpermanent, he will be connected with things created. Because theSkandhas which are predicable as qualified and qualifying arenonexistent, and because the Skandhas are subject to annihilation,destructibility is their nature. Mahamati, all that is created isimpermanent as is a jug, a garment, straw, a piece of wood, a brick,etc., which are all connected with impermanency. Thus all thepreparations for the knowledge of the All-Knowing One will becomeuseless as they are things created. On account of no distinction beingmade, the Tathagata, indeed, would be something created. For thisreason, the Tathagata is neither permanent nor impermanent.Again, Mahamati, the Tathagata is not permanent for the reason that [ifhe were] he would be like space, and the preparations one makes forTathagatahood would be useless. That is to say, Mahamati, space isneither permanent nor impermanent as it excludes [the idea of]permanence and impermanence, and it is improper to speak of it as"
5,254,"characterised with the faults of oneness and otherness, of bothness andnot-bothness, of permanence and impermanence. Further, Mahamati, itis like the horns of a hare, or a horse, or an ass, or a camel, or a frog,or a snake, or a fly, or a fish; [with the Tathagata] as with them here isthe permanency of no-birth. Because of this fault of the permanency ofno-birth, the Tathagata cannot be permanent.However, Mahamati, there is another sense in which the Tathagata canbe said to be permanent. How? Because the knowledge arising fromthe attainment of enlightenment [ = an intuitive understanding] is of apermanent nature, the Tathagata is permanent. Mahamati, thisknowledge, as it is attained intuitively by the Tathagatas, Arhats, FullyEnlightened Ones, is, indeed, permanent. Whether the Tathagatas areborn or not, this Dharmata, which is the regulative and sustainingprinciple to be discoverable in the enlightenment of all the Sravakas,Pratyekabuddhas, and philosophers, abides, and this sustaining principleof existence is not like the emptiness of space, which, however, is notunderstood by the ignorant and simple-minded. Mahamati, thisknowledge of enlightenment belonging to the Tathagatas comes forthfrom transcendental knowledge (prajnajnana); Mahamati, theTathagatas, Arhats, Fully-Enlightened Ones do not come forth from thehabit-energy of ignorance which is concerned with the Citta, Manas,and ManoVijnana, and the Skandhas, Dhatus, and ayatanas. The tripleworld originates from the discriminating of unrealities, but the Tathagatasdo not originate from the discriminating of unrealities. Where dualityobtains, Mahamati, there is permanency and impermanency because ofits not being one. Mahamati, [the truth of] absolute solitude is, indeed,non-dualistic1 because all things are characterised with non-duality andno-birth. For this reason, Mahamati, the Tathagatas, Arhats, FullyEnlightened Ones are neither permanent nor impermanent. Mahamati,as long as there is word-discrimination, there follows the faulty notion ofpermanency and impermanency. The destruction of the notion ofpermanency and impermanency as held by the ignorant, Mahamati,comes from the getting rid of the knowledge that is based ondiscrimination, and not from the getting rid of the knowledge that isbased on the insight of solitude. So it is said:"
5,255,"1. By keeping away permanency and impermanency, [and yet] bykeeping permanency and impermanency in sight, those who always seethe Buddhas will not expose themselves to the power of thephilosophical doctrines.2. When permanency and impermanency are adhered to all theaccumulation [one makes for the attainment of reality] will be of noavail; by destroying the knowledge that is based on discrimination, [theidea of] permanency and impermanency is kept back.3. As soon as an assertion is made, all is in confusion; when it isunderstood that there is nothing in the world but what is seen of theMind itself, disputes never arise."
6,256,"At that time again, Mahamati the Bodhisattva-Mahasattva made arequest of the Bhagavan, saying: Bhagavan, tell me; Sugata, tell meabout the rising and disappearing of the Skandhas, Dhatus, andayatanas. In case there is no ego-soul, what is it that comes to exist andto disappear? The ignorant who are attached to the notion of rising anddisappearing, fail to understand the extinction of pain, and thus theyknow not what Nirvana is.Said the Bhagavan: Then, Mahamati, listen well and reflect well withinyourself; I will tell you.Mahamati the Bodhisattva-Mahasattva said: Certainly, Bhagavan; andgave ear to the Bhagavan.The Bhagavan said this to him: Mahamati, the Tathagata-garbha holdswithin it the cause for both good and evil, and by it all the forms ofexistence are produced. Like an actor it takes on a variety of forms,and [in itself] is devoid of an ego-soul and what belongs to it. As this isnot understood, there is the functioning together of the triplecombination from which effects take place. But the philosophers notknowing this are tenaciously attached to the idea of a cause [or acreating agency]. Because of the influence of habit-energy that has beenaccumulating variously by false reasoning since beginningless time, whathere goes under the name of alayaVijnana is accompanied by the sevenVijnanas which give birth to a state known as the abode of ignorance. Itis like a great ocean in which the waves roll on permanently but the[deeps remain unmoved; that is, the Alaya-] body itself subsists"
6,257,"uninterruptedly, quite free from fault of impermanence, unconcernedwith the doctrine of ego-substance, and thoroughly pure in its essentialnature.As to the other seven Vijnanas beginning with the Manas andManoVijnana, they have their rise and complete ending from moment tomoment; they are born with false discrimination as cause, and withforms and appearances and objectivity as conditions which areintimately linked together; adhering to names and forms, they do notrealise that objective individual forms are no1 more than what is seen ofthe Mind itself; they do not give exact information regarding pleasureand pain; they are not the cause of emancipation; by setting up namesand forms which originate from greed, greed is begotten in turn, thusmutually conditioned and conditioning. When the sense-organs whichseize [upon the objective world] are destroyed and annihilated, theother things immediately cease to function, and there is no recognition ofpleasure and pain which are the self-discrimination of knowledge; thusthere is the attainment of perfect tranquillisation in which thoughts andsensations are quieted, or there is the realisation of the four Dhyanas, inwhich truths of emancipation are well understood; whereupon theYogins are led to cherish herein the notion of [true] emancipation,because of the not-rising [of the Vijnanas].[But] when a revulsion [or turning-back] has not taken place in thealayaVijnana known under the name of Tathagata-garbha, there is nocessation of the seven evolving Vijnanas. Why? Because the evolutionof the Vijnanas is depending on this cause; but this does not belong tothe realm of the Sravakas, Pratyekabuddhas, and those who aredisciplining themselves in the exercises of the philosophers. As they[only] know the egolessness of the self-soul, as they [only] accept theindividuality and generality of the Skandhas, Dhatus, and ayatanas, thereis the evolving of the Tathagata-garbha. When an insight into the fiveDharmas, the three Svabhavas, and the egolessness of all things isobtained, the Tathagata-garbha becomes quiescent. By causing arevulsion in the continuous development of the graded stages, [theBodhisattva] may not be led astray in the path [of enlightenment] by"
6,258,"those philosophers who hold different views. Thus establishing himself atthe Bodhisattva stage of Acala (immovable), he obtains the pathsleading to the happiness of the ten Samadhis. Supported by theBuddhas in Samadhi, observing the truths of the Buddha which gobeyond thought and his own original vows, not entering into thehappiness of the Samadhi which is the limit of reality, but by means ofthe self-realisation which is not generally gained by the paths ofdiscipline belonging to the Sravakas, Pratyekabuddhas, andphilosophers, he obtains the ten paths of discipline which belong to thenoble family [of the Tathagatas], and [also obtains] the knowledgebody created by the will which is removed from the [premeditated]workings of Samadhi. For this reason, Mahamati, let those BodhisattvaMahasattvas who are seeking after the exalted truth effect thepurification of the Tathagata-garbha which is known as alayaVijnana.Mahamati, if you say that there is no Tathagata-garbha known asalayaVijnana, there will be neither the rising nor the disappearing [of anexternal world of multiplicities] in the absence of the Tathagata-garbhaknown as alayaVijnana. But, Mahamati, there is the rising anddisappearing of the ignorant as well as the holy ones. [Therefore], theYogins, while walking in the noble path of self-realisation and abiding inthe enjoyment of things as they are, do not abandon working hard andare never frustrated [in their undertakings]. Mahamati, this realm of theTathagata-garbha is primarily undefiled and is beyond all the speculativetheories of the Sravakas, Pratyekabuddhas, and philosophers; but itappears to them devoid of purity, as it is soiled by these externaldefilements. This is not the case with the Tathagatas, Mahamati; with theTathagatas it is an intuitive experience as if it were an amalaka fruit heldin the palm of the hand.This, Mahamati, was told by me in the canonical text relating to QueenSr¨©mala, and in another where the Bodhisattvas, endowed with subtle,fine, pure knowledge, are supported [by my spiritual powers] ¡ªthat theTathagata-garbha known as alayaVijnana evolves together with theseven Vijnanas. This is meant for the Sravakas who are not free fromattachment, to make them see into the egolessness of things; and for"
6,259,"Queen Sr¨©mala to whom the Buddha's spiritual power was added, the[pure] realm of Tathagatahood was expounded. This does not belong tothe realm of speculation as it is carried on by the Sravakas,Pratyekabuddhas, and other philosophers, except, Mahamati, that thisrealm of Tathagatahood which is the realm of the Tathagata-garbhaalayaVijnana is meant for those Bodhisattva-Mahasattvas who like youare endowed with subtle, fine, penetrating thought-power and whoseunderstanding is in accordance with the meaning; and it is not for others,such as philosophers, Sravakas, and Pratyekabuddhas, who areattached to the letters of the canonical texts. For this reason, Mahamati,let you and other Bodhisattva-Mahasattvas discipline yourselves in therealm of Tathagatahood, in the understanding of this Tathagata-garbhaalayaVijnana, so that you may not rest contented with mere learning. Soit is said:1. The Garbha of the Tathagatas is indeed united with the sevenVijnanas; when this is adhered to, there arises duality, but when rightlyunderstood, duality ceases.2. The mind, which is the product of intellection since beginninglesstime, is seen like a mere image; when things are viewed as they are inthemselves, there is neither objectivity nor its appearance.3. As the ignorant grasp the finger-tip and not the moon, so those whocling to the letter, know not my truth.4. The Citta dances like a dancer; the Manas resembles a jester; the[Mano-] Vijnana together with the five [Vijnanas] creates an objectiveworld which is like a stage.1"
6,260,"At that time, Mahamati the Bodhisattva-Mahasattva made a request ofthe Bhagavan, saying: Pray tell me, Bhagavan; pray tell me, Sugata,concerning the distinguishing aspects of the five Dharmas, the [three]Svabhavas, the [eight] Vijnanas, and the twofold egolessness. By[recognising] the distinguishing aspects of the twofold egolessness, I and"
6,261,"other Bodhisattva-Mahasattvas will be able to establish those truthswhile effecting a continuous development through the various stages ofBodhisattvahood. It is said that by these truths we can enter into all theBuddha-truths, and that by entering into all the Buddha-truths we canenter even into the ground of the Tathagata's inner realisation.Said the Bhagavan: Then, Mahamati, listen well and reflect well withinyourself; I will tell you.Certainly, Bhagavan, said Mahamati the Bodhisattva-Mahasattva andgave ear to the Bhagavan.The Bhagavan said this to him: Mahamati, I will tell you about thedistinguishing aspects of the five Dharmas, the [three] Svabhavas, the[eight] Vijnanas, and the twofold egolessness. The five Dharmas are:name, form, discrimination, right knowledge, and suchness. [Whenthese are thoroughly comprehended] by the Yogins, they enter into thecourse of the Tathagata's inner realisation, where they are kept awayfrom such views as eternalism and nihilism, realism and negativism, andwhere they come face to face with the abode of happiness belonging tothe present existence as well as to the Samapatti (tranquillisation). But,Mahamati, as the ignorant do not understand that the five Dharmas, the[three] Svabhavas, the [eight] Vijnanas, and the twofold egolessness,together with the external objects which are regarded as existent andnonexistent¡ª [all these are no more than] what is seen of the Minditself¡ªthey are given to discrimination, but it is otherwise with the wise.Said Mahamati: How is it that the ignorant are given up to discriminationand the wise are not?Said the Bhagavan: Mahamati, the ignorant cling to names, ideas, andsigns; their minds move along [these channels]. As thus they movealong, they feed on multiplicities of objects, and fall into the notion of anego-soul and what belongs to it, and cling to salutary appearances. Asthus they cling, there is a reversion to ignorance, and they becometainted, karma born of greed, anger, and folly is accumulated. As karma"
6,262,"is accumulated again and again, their minds become swathed in thecocoon of discrimination as the silk-worm; and, transmigrating in theocean of birth-and-death (gati), they are unable, like the water-drawingwheel, to move forward. And because of folly, they do not understandthat all things are like Maya, a mirage, the moon in water, and have noself-substance to be imagined as an ego-soul and its belongings; thatthings rise from their false discrimination; that they are devoid ofqualified and qualifying; and have nothing to do with the course of birth,abiding, and destruction; that they are born of the discrimination of whatis only seen of the Mind itself; and assert1 that they are born of ISvara,time, atoms, or a supreme spirit, for they follow names andappearances. Mahamati, the ignorant move along with appearances.Further, Mahamati, by ""appearance"" is meant that which reveals itself tothe visual sense and is perceived as form, and in like manner that which,appearing to the sense of hearing, smelling, tasting, the body, and theManoVijnana, is perceived as sound, odour, taste, tactility, and idea,¡ªall this I call ""appearance.""Further, Mahamati, by ""discrimination"" is meant that by which namesare declared, and there is thus the indicating of [various] appearances.Saying that this is such and no other, for instance, saying that this is anelephant, a horse, a wheel, a pedestrian, a woman, or a man, each ideathus discriminated is so determined.Further, Mahamati, by ""right knowledge"" is meant this: when names andappearances are seen as unobtainable owing to their mutualconditioning, there is no more rising of the Vijnanas, for nothing comesto annihilation, nothing abides everlastingly; and when there is thus nofalling back into the stage of the philosophers, Sravakas, andPratyekabuddhas, it is said that there is right knowledge. Further,Mahamati, by reason of this right knowledge, the BodhisattvaMahasattva does not regard name as reality and appearance as nonreality."
6,263,"When erroneous views based on the dualistic notion of assertion andnegation are gotten rid of, and when the Vijnanas cease to rise asregards the objective world of names and appearances, this I call""suchness."" Mahamati, a Bodhisattva-Mahasattva who is established onsuchness attains the state of imagelessness and thereby attains theBodhisattva-stage of Joy (pramudita).When [the Bodhisattva] attains the stage of Joy, he is kept away fromall the evil courses belonging to the philosophers and enters upon thepath of supra-worldly truths. When [all] the conditions [of truth] arebrought to consummation, he discerns that the course of all things startswith the notion of Maya, etc.; and after the attainment of the noble truthof self-realisation, he earnestly desires to put a stop to speculativetheorisation; and going up in succession through the stages ofBodhisattvahood he finally reaches the stage of Dharma-Cloud(dharmamegha). After being at the stage of Dharma-Cloud, he reachesas far as the stage of Tathagatahood where the flowers of the Samadhis,powers, self-control, and psychic faculties are in bloom. After reachinghere, in order to bring all beings to maturity, he shines like the moon inwater, with varieties of rays of transformation. Perfectly fulfilling1 the[ten] inexhaustible vows, he preaches the Dharma to all beingsaccording to their various understandings. As the BodhisattvaMahasattvas, Mahamati, have entered into suchness, they attain thebody which is free from the will and thought-constructions.2Again, Mahamati said: Are the three Svabhavas to be regarded asincluded in the five Dharmas, or as having their own characteristicscomplete in themselves?The Bhagavan said: The three Svabhavas, the eight Vijnanas, and thetwofold egolessness¡ªthey are all included [in the five Dharmas]. Ofthese, name and appearance are known as the Parikalpita [falseimagination]. Then, Mahamati, discrimination which rises dependingupon them, is the notion of an ego-soul and what belongs to it, ¡ªthenotion and the discrimination are of simultaneous occurrence, like therising of the sun and its rays. Mahamati, the discrimination thus"
6,264,"supporting the notion of self-nature which subsists in the multiplicities ofobjects, is called the Paratantra [dependence on another]. Rightknowledge and suchness, Mahamati, are indestructible, and thus theyare known as Parinishpanna [perfect knowledge].Further, Mahamati, by adhering to what is seen of the Mind itself thereis an eightfold discrimination. This comes from imagining unrealindividual appearances [as real]. When the twofold clinging to an egosoul and what belongs to it is stopped, there is the birth of the twofoldegolessness. Mahamati, in these five Dharmas are included all theBuddha-truths and also the differentiation and succession of the[Bodhisattva-] stages, and the entrance of the Sravakas,Pratyekabuddhas, Bodhisattvas, and Tathagatas into the state of selfrealisation by means of their noble wisdom."
6,265,"Further, Mahamati, of the five Dharmas¡ªname, appearance,discrimination, right knowledge, and suchness¡ª appearance is thatwhich is seen as having such characteristics as form, shape, distinctivefeatures, images, colours, etc. ¡ªthis is ""appearance."" Out of thisappearance ideas are formed such as a jar, etc., by which one can say,this is such and such, and no other; this is ""name."" When names are thuspronounced, appearances are determined1 and there is ""discrimination,"" saying this is mind and this is what belongs to it. That these names andappearances are after all unobtainable because when intellection is putaway the aspect of mutuality [in which all things are determined] ceasesto be perceived and imagined¡ªthis is called the ""suchness"" of things.And this suchness may be characterised as truth, reality, exactknowledge, limit, source, self-substance, the unattainable. This has beenrealised by myself and the Tathagatas, truthfully pointed out, recognised,made public, and widely shown. When, in agreement with this, [thetruth] is rightly understood as neither negative nor affirmative,discrimination ceases to rise, and there is a state conformable to selfrealisation by means of noble wisdom, which is not the course ofcontroversy pertaining to the philosophers, Sravakas, andPratyekabuddhas; this is ""right knowledge."""
6,266,"These are, Mahamati, the five Dharmas, and in them are included thethree Svabhavas, the eight Vijnanas, the twofold egolessness, and all theBuddha-truths. In this, Mahamati, reflect well with your own wisdomand let others do [the same] and do not allow yourself to be led byanother. So it is said:5. The five Dharmas, the Svabhavas, the eight Vijnanas, and thetwofold egolessness¡ªthey are all embraced in the Mahayana.6. Name, appearance, and discrimination [correspond to] the first twoSvabhavas, while right knowledge and suchness are the Parinishpanna."
6,267,"At that time again, Mahamati the Bodhisattva-Mahasattva said this tothe Bhagavan: It is told by the Bhagavan in the canonical text theTathagatas of the past, present, and future are like the sands of the riverGanga. Bhagavan, is this to be accepted literally? or is there anotherdistinct meaning? Pray tell me, Bhagavan.The Bhagavan said: Mahamati, do not take it in its literal sense; for,Mahamati, the Buddhas of the three divisions of time are notmeasurable by the measurement of the sands of the Ganga. Why?Because an analogy which is superior to anything of the world andsurpasses it cannot be called an analogy, since there is in it somethingresembling and something not resembling. The Tathagatas, Arhats,Fully-Enlightened Ones do not give out such an analogy that has in itsomething resembling and something not resembling and that is superiorto the world and surpasses it. But this comparison is only given out,Mahamati, by myself and the Tathagatas, in which the Tathagatas,Arhats, Fully-Enlightened Ones are said to be like the sands of the riverGanga; the idea is to terrify those ignorant and simple-minded oneswho, tenaciously clinging to the idea of permanency and impermanency,and giving themselves up to the ways of thinking and the erroneousviews of the philosophers, follow up the wheel of transmigration. To"
6,268,"those who, anxious to escape the intricacies of the wheel of existence,seek after the excellent state, thinking how this could be realised, it istold them that the appearance of the Tathagatas is not like the bloomingof the Udumbara flower, because they will thereby see that theattainment of Buddhahood is not a difficult undertaking and will pu1forward their energy. But it is told in the canonical text that theTathagatas appear as rarely as the Udumbara flower, and this is inconsideration of those people who are to be led by me. Mahamati,however, no one has ever seen the Udumbara flower blooming, nor willanyone; while, Mahamati, the Tathagatas are at present in the world,they were seen and are to be seen. To say that the Tathagatas appearas rarely as the Udumbara flower has [really] no reference to theestablishment of the truth itself. When, Mahamati, the establishment ofthe truth itself is pointed out, it surpasses beyond measure anything inthe world that can be offered as an analogy to it, because [the ignorant]are incapable of believing. And thus there is an unbelief on the part ofthe ignorant and simple-minded. There is indeed no room for analogiesto enter in the realm of self-realisation which is effected by means ofnoble wisdom. The truth transcends all the notions that are characteristicof the Citta, Manas, and ManoVijnana. The truth is the Tathagatas, and,therefore, in them there is nothing describable by analogy.But, Mahamati, [sometimes] a comparison is made use of; that is to say,the Tathagatas are said to be like the sands of the river Ganga, becausethey are the same and impartial [to all things], because they are freefrom imagination and discrimination. For example, Mahamati, the sandsof the river Ganga are tossed about by the fishes, tortoises, porpoises,crocodiles, buffalos, lions, elephants, etc., but they are free fromimagination and discrimination; for they do not resent, saying.""We aredown-trodden,"" or ""We are not."" They are non-discriminative, pure inthemselves, separated from defilement. In the same way, Mahamati, theself-realisation of noble wisdom which has been attained by theTathagatas, Arhats, Fully-Enlightened Ones, is like the river Ganga, andtheir powers, psychic faculties, and self-control are like the sands; andhowever much they are tossed about by the fishes of the philosophers,by the ignorant who belong to other schools, they are not troubled by"
6,269,"imaginations and discriminations. Because of their original vows, theTathagatas [whose hearts are] filled with all the happiness of theSamapatti are not troubled by imaginations and discriminations withregard to beings. Therefore, the Tathagatas, like the sands of the riverGanga, are free from partiality because of their being devoid of likesand dislikes.To illustrate, Mahamati: as the sands of the river Ganga partake of thecharacter of the earth, the conflagration that will break out at the end ofthe Kalpa may burn the earth but does not destroy its self-nature.Mahamati, the earth is not consumed because of its being inseparablyconnected with the element of fire, and it is only the ignorant andsimple-minded that on account of their falling into false ideas imagine theearth being consumed by fire. But as it supplies the material cause to theelement fire, it is never consumed. In the same way, Mahamati, theDharmakaya of the Tathagatas, like the sands of the river Ganga, isnever destroyed.To illustrate, Mahamati: the sands of the river Ganga are immeasurable.In the same way, Mahamati, the rays of light of the Tathagatas arebeyond measure, which arc-emitted by them in all the Buddhaassemblies in order to bring beings to maturity and arouse them [to theknowledge of the truth].To illustrate, Mahamati: the sands of the river Ganga do not assumeanother nature than itself remaining forever the same. In the same way,Mahamati, the Tathagatas, Arhats, Fully-Enlightened Ones are neitherevolving nor disappearing in transmigration because in them the cause ofmaking them come into existence is destroyed.To illustrate, Mahamati: the sands of the river Ganga are unconcernedwhether they are carried away or whether more is added into them. Inthe same way, Mahamati, the knowledge of the Tathagatas which isexercised for the maturing of beings is neither exhausted nor augmented,because the Dharma is without a physical body. Mahamati, that which"
